<c>,PC,PD,F
0.98075,3920.0,76.0,4.0
0.9825,3920.0,62.0,18.0
0.96975,3463.0,62.0,475.0
0.68625,90.0,63.0,3847.0
0.36225,55.0,66.0,3879.0
0.09025,63.0,1031.0,2906.0
0.09725,63.0,988.0,2949.0
0.047,59.0,2093.0,1848.0
0.07775,56.0,1468.0,2476.0
0.048,57.0,2636.0,1307.0
0.0115,46.0,3954.0,0.0
0.0115,46.0,3954.0,0.0
0.0115,46.0,3954.0,0.0
