<c>,PC,PD,F
0.98275,3930.0,68.0,2.0
0.982,3924.0,61.0,15.0
0.97725,779.0,63.0,3158.0
0.6645,75.0,62.0,3863.0
0.3795,33.0,64.0,3903.0
0.09375,39.0,1039.0,2922.0
0.0915,34.0,1132.0,2834.0
0.03,50.0,3118.0,832.0
0.0525,36.0,2005.0,1959.0
0.04,49.0,3006.0,945.0
0.007,28.0,3972.0,0.0
0.007,28.0,3972.0,0.0
0.007,28.0,3972.0,0.0
