<c>,PC,PD,F
0.89125,1131.0,2.0,2867.0
0.90575,1822.0,0.0,2178.0
0.89925,909.0,0.0,3091.0
0.86,912.0,4.0,3084.0
0.8445,586.0,0.0,3414.0
0.579,51.0,7.0,3942.0
0.74,270.0,0.0,3730.0
0.83475,790.0,0.0,3210.0
0.47975,67.0,4.0,3929.0
0.56725,97.0,7.0,3896.0
0.27025,38.0,4.0,3958.0
0.35325,75.0,4.0,3921.0
0.205,23.0,33.0,3944.0
0.248,32.0,34.0,3934.0
0.2145,26.0,70.0,3904.0
0.2505,40.0,47.0,3913.0
0.15825,36.0,174.0,3790.0
0.19225,23.0,95.0,3882.0
0.2165,36.0,200.0,3764.0
0.1835,28.0,156.0,3816.0
0.106,23.0,378.0,3599.0
0.08275,18.0,1195.0,2787.0
0.109,29.0,729.0,3242.0
0.0575,10.0,1523.0,2467.0
0.05025,7.0,1962.0,2031.0
0.06925,9.0,1812.0,2179.0
0.0565,9.0,1544.0,2447.0
0.0915,16.0,1353.0,2631.0
0.08625,16.0,1830.0,2154.0
0.065,13.0,2175.0,1812.0
0.05375,15.0,2495.0,1490.0
0.06475,19.0,1857.0,2124.0
0.02575,6.0,3224.0,770.0
0.0305,7.0,3109.0,884.0
0.04375,9.0,2405.0,1586.0
0.04775,13.0,2215.0,1772.0
0.041,10.0,2922.0,1068.0
0.03225,7.0,2792.0,1201.0
0.04125,11.0,2960.0,1029.0
0.0265,5.0,3010.0,985.0
0.033,5.0,2953.0,1042.0
0.02775,7.0,3184.0,809.0
0.01825,4.0,3483.0,513.0
0.05075,16.0,2820.0,1164.0
0.03425,10.0,3071.0,919.0
0.028,7.0,3238.0,755.0
0.03275,7.0,3089.0,904.0
0.0245,6.0,3051.0,943.0
