<c>,PC,PD,F
0.8795,1564.0,7.0,2429.0
0.94025,857.0,0.0,3143.0
0.88675,1397.0,1.0,2602.0
0.7665,666.0,4.0,3330.0
0.8425,750.0,3.0,3247.0
0.51375,81.0,12.0,3907.0
0.79275,470.0,1.0,3529.0
0.534,108.0,1.0,3891.0
0.74225,361.0,1.0,3638.0
0.634,193.0,2.0,3805.0
0.2945,53.0,14.0,3933.0
0.4525,99.0,12.0,3889.0
0.43775,117.0,13.0,3870.0
0.38875,57.0,8.0,3935.0
0.19325,21.0,83.0,3896.0
0.18275,24.0,150.0,3826.0
0.21225,32.0,70.0,3898.0
0.17675,20.0,160.0,3820.0
0.17225,21.0,146.0,3833.0
0.1725,20.0,146.0,3834.0
0.0895,10.0,1087.0,2903.0
0.13,24.0,794.0,3182.0
0.11075,19.0,1336.0,2645.0
0.11325,12.0,943.0,3045.0
0.082,11.0,1113.0,2876.0
0.0665,7.0,1735.0,2258.0
0.0665,10.0,1708.0,2282.0
0.07875,17.0,1057.0,2926.0
0.06575,11.0,1955.0,2034.0
0.0525,8.0,1950.0,2042.0
0.051,12.0,2385.0,1603.0
0.0595,16.0,2451.0,1533.0
0.05525,8.0,2691.0,1301.0
0.09025,20.0,1646.0,2334.0
0.0445,7.0,2256.0,1737.0
0.038,4.0,3071.0,925.0
0.03075,3.0,2654.0,1343.0
0.04175,4.0,2134.0,1862.0
0.0615,9.0,2265.0,1726.0
0.035,4.0,3041.0,955.0
0.03425,5.0,3164.0,831.0
0.02725,3.0,3283.0,714.0
0.035,3.0,3181.0,816.0
0.0355,4.0,3223.0,773.0
0.04175,6.0,3146.0,848.0
0.03025,3.0,3345.0,652.0
0.032,4.0,3128.0,868.0
0.0295,3.0,3345.0,652.0
