<c>,PC,PD,F
0.99475,3932.0,11.0,57.0
0.9465,1853.0,0.0,2147.0
0.99675,3876.0,1.0,123.0
0.963,3031.0,0.0,969.0
0.8905,1924.0,1.0,2075.0
0.753,481.0,0.0,3519.0
0.745,327.0,1.0,3672.0
0.72625,363.0,0.0,3637.0
0.57025,91.0,3.0,3906.0
0.57675,169.0,4.0,3827.0
0.44175,107.0,8.0,3885.0
0.38525,77.0,7.0,3916.0
0.40675,135.0,2.0,3863.0
0.3825,58.0,9.0,3933.0
0.3185,51.0,17.0,3932.0
0.2455,49.0,31.0,3920.0
0.283,50.0,19.0,3931.0
0.27675,41.0,61.0,3898.0
0.20725,32.0,80.0,3888.0
0.311,59.0,79.0,3862.0
0.1725,50.0,323.0,3627.0
0.112,30.0,646.0,3324.0
0.147,30.0,642.0,3328.0
0.159,38.0,473.0,3489.0
0.11175,21.0,869.0,3110.0
0.119,20.0,709.0,3271.0
0.10875,18.0,836.0,3146.0
0.10025,18.0,834.0,3148.0
0.0985,32.0,1395.0,2573.0
0.09425,24.0,884.0,3092.0
0.07925,19.0,1819.0,2162.0
0.0825,18.0,1676.0,2306.0
0.06725,14.0,1849.0,2137.0
0.105,22.0,1657.0,2321.0
0.06025,14.0,1696.0,2290.0
0.06575,15.0,1815.0,2170.0
0.1185,27.0,1667.0,2306.0
0.092,23.0,1591.0,2386.0
0.08,16.0,2119.0,1865.0
0.07625,15.0,2293.0,1692.0
0.0725,16.0,2501.0,1483.0
0.05925,13.0,2678.0,1309.0
0.0545,10.0,2788.0,1202.0
0.061,10.0,2709.0,1281.0
0.0495,14.0,2544.0,1442.0
0.05025,10.0,2704.0,1286.0
0.07,15.0,2525.0,1460.0
0.05175,13.0,2816.0,1171.0
