<c>,PC,PD,F
0.88575,963.0,2.0,3035.0
0.84925,843.0,2.0,3155.0
0.8935,1382.0,1.0,2617.0
0.889,1847.0,1.0,2152.0
0.722,320.0,1.0,3679.0
0.949,2822.0,1.0,1177.0
0.988,3653.0,0.0,347.0
0.63425,144.0,2.0,3854.0
0.519,37.0,9.0,3954.0
0.463,28.0,2.0,3970.0
0.28575,56.0,5.0,3939.0
0.43375,108.0,16.0,3876.0
0.3065,28.0,74.0,3898.0
0.4035,76.0,14.0,3910.0
0.25725,62.0,13.0,3925.0
0.22575,33.0,65.0,3902.0
0.244,39.0,123.0,3838.0
0.23025,36.0,157.0,3807.0
0.172,11.0,415.0,3574.0
0.1495,13.0,202.0,3785.0
0.111,24.0,692.0,3284.0
0.13675,17.0,696.0,3287.0
0.12225,6.0,1171.0,2823.0
0.099,18.0,1280.0,2702.0
0.077,14.0,1139.0,2847.0
0.09075,10.0,1601.0,2389.0
0.078,13.0,1279.0,2708.0
0.07975,15.0,1597.0,2388.0
0.108,15.0,1488.0,2497.0
0.09675,12.0,1052.0,2936.0
0.054,5.0,2562.0,1433.0
0.04875,12.0,2291.0,1697.0
0.02875,3.0,3250.0,747.0
0.055,9.0,2733.0,1258.0
0.06525,22.0,2166.0,1812.0
0.04425,7.0,2758.0,1235.0
0.06825,7.0,2301.0,1692.0
0.04475,9.0,1819.0,2172.0
0.02975,6.0,3248.0,746.0
0.05675,4.0,2650.0,1346.0
0.02975,2.0,3325.0,673.0
0.03675,9.0,3073.0,918.0
0.03275,6.0,3212.0,782.0
0.016,1.0,3622.0,377.0
0.01975,3.0,3463.0,534.0
0.0295,5.0,3263.0,732.0
0.03325,4.0,3229.0,767.0
0.014,3.0,3675.0,322.0
