<c>,PC,PD,F
0.7815,790.0,1.0,3209.0
0.8785,1157.0,2.0,2841.0
0.83325,886.0,0.0,3114.0
0.83975,603.0,6.0,3391.0
0.7605,138.0,13.0,3849.0
0.75725,469.0,3.0,3528.0
0.6855,283.0,5.0,3712.0
0.623,92.0,5.0,3903.0
0.6915,529.0,2.0,3469.0
0.621,112.0,4.0,3884.0
0.38325,75.0,4.0,3921.0
0.35525,86.0,6.0,3908.0
0.38975,107.0,11.0,3882.0
0.3065,48.0,27.0,3925.0
0.2975,55.0,60.0,3885.0
0.187,40.0,178.0,3782.0
0.26025,60.0,47.0,3893.0
0.2355,59.0,78.0,3863.0
0.24375,35.0,98.0,3867.0
0.19625,32.0,150.0,3818.0
0.13225,31.0,915.0,3054.0
0.12625,41.0,565.0,3394.0
0.114,36.0,849.0,3115.0
0.12725,15.0,850.0,3135.0
0.103,28.0,1203.0,2769.0
0.10275,19.0,990.0,2991.0
0.0905,26.0,1136.0,2838.0
0.08575,27.0,970.0,3003.0
0.114,17.0,1124.0,2859.0
0.08925,24.0,1480.0,2496.0
0.09025,21.0,1841.0,2138.0
0.07775,24.0,1940.0,2036.0
0.0415,10.0,2708.0,1282.0
0.0795,23.0,2020.0,1957.0
0.04525,13.0,2563.0,1424.0
0.08275,23.0,1735.0,2242.0
0.07275,15.0,2474.0,1511.0
0.046,15.0,2631.0,1354.0
0.06775,24.0,2305.0,1671.0
0.04475,15.0,2664.0,1321.0
0.0375,6.0,3182.0,812.0
0.03225,9.0,2894.0,1097.0
0.0535,13.0,2812.0,1175.0
0.05075,9.0,2736.0,1255.0
0.04925,13.0,2889.0,1098.0
0.03975,6.0,3106.0,888.0
0.0455,11.0,2968.0,1021.0
0.047,6.0,2976.0,1018.0
