<c>,PC,PD,F
0.96775,3289.0,6.0,705.0
0.995,3941.0,0.0,59.0
0.94275,2655.0,0.0,1345.0
0.89875,2241.0,0.0,1759.0
0.94025,2362.0,2.0,1636.0
0.814,553.0,3.0,3444.0
0.706,393.0,4.0,3603.0
0.73475,393.0,6.0,3601.0
0.8185,869.0,3.0,3128.0
0.7,195.0,4.0,3801.0
0.44275,132.0,9.0,3859.0
0.4235,118.0,17.0,3865.0
0.43,153.0,9.0,3838.0
0.4095,89.0,33.0,3878.0
0.3325,54.0,27.0,3919.0
0.339,72.0,20.0,3908.0
0.276,46.0,56.0,3898.0
0.28175,84.0,21.0,3895.0
0.27425,50.0,82.0,3868.0
0.249,64.0,61.0,3875.0
0.1565,35.0,445.0,3520.0
0.13925,45.0,516.0,3439.0
0.1885,58.0,261.0,3681.0
0.1565,40.0,493.0,3467.0
0.18475,41.0,503.0,3456.0
0.1075,19.0,980.0,3001.0
0.166,32.0,643.0,3325.0
0.10925,18.0,853.0,3129.0
0.1,27.0,1006.0,2967.0
0.13075,25.0,845.0,3130.0
0.05725,13.0,1649.0,2338.0
0.09525,33.0,1504.0,2463.0
0.08375,20.0,1798.0,2182.0
0.085,13.0,1704.0,2283.0
0.103,13.0,1582.0,2405.0
0.081,16.0,1905.0,2079.0
0.05625,9.0,2402.0,1589.0
0.0605,12.0,2127.0,1861.0
0.05625,11.0,2650.0,1339.0
0.06125,14.0,1721.0,2265.0
0.04225,10.0,2909.0,1081.0
0.0555,15.0,2586.0,1399.0
0.0475,5.0,2690.0,1305.0
0.065,9.0,2602.0,1389.0
0.0685,12.0,2481.0,1507.0
0.05325,13.0,2857.0,1130.0
0.056,8.0,2894.0,1098.0
0.05625,11.0,2692.0,1297.0
