<c>,PC,PD,F
0.96625,3299.0,15.0,686.0
0.9715,3007.0,1.0,992.0
0.969,2884.0,1.0,1115.0
0.937,2444.0,2.0,1554.0
0.95475,2382.0,1.0,1617.0
0.8815,1294.0,2.0,2704.0
0.8425,605.0,2.0,3393.0
0.8395,661.0,3.0,3336.0
0.74675,382.0,4.0,3614.0
0.8045,558.0,2.0,3440.0
0.5805,283.0,6.0,3711.0
0.56325,260.0,8.0,3732.0
0.46625,167.0,15.0,3818.0
0.483,159.0,10.0,3831.0
0.38025,119.0,14.0,3867.0
0.32425,101.0,33.0,3866.0
0.33175,75.0,37.0,3888.0
0.2855,59.0,70.0,3871.0
0.294,68.0,52.0,3880.0
0.26425,67.0,63.0,3870.0
0.1655,53.0,402.0,3545.0
0.177,46.0,421.0,3533.0
0.17025,46.0,505.0,3449.0
0.1765,50.0,466.0,3484.0
0.13475,39.0,640.0,3321.0
0.14675,42.0,714.0,3244.0
0.15525,39.0,785.0,3176.0
0.09425,34.0,1112.0,2854.0
0.111,30.0,891.0,3079.0
0.109,28.0,1154.0,2818.0
0.075,24.0,1625.0,2351.0
0.10025,30.0,1634.0,2336.0
0.07925,32.0,1803.0,2165.0
0.07175,21.0,2053.0,1926.0
0.08425,28.0,1725.0,2247.0
0.071,21.0,1995.0,1984.0
0.08825,23.0,1876.0,2101.0
0.06825,17.0,2001.0,1982.0
0.0725,29.0,2077.0,1894.0
0.05875,19.0,2315.0,1666.0
0.06025,17.0,2307.0,1676.0
0.06125,20.0,2451.0,1529.0
0.0595,16.0,2558.0,1426.0
0.05925,17.0,2597.0,1386.0
0.0635,18.0,2559.0,1423.0
0.066,20.0,2515.0,1465.0
0.06525,11.0,2561.0,1428.0
0.06325,19.0,2516.0,1465.0
