<c>,PC,PD,F
0.9405,2007.0,6.0,1987.0
0.9105,1605.0,1.0,2394.0
0.91825,1441.0,1.0,2558.0
0.9005,1127.0,2.0,2871.0
0.8945,861.0,2.0,3137.0
0.81775,591.0,3.0,3406.0
0.78825,469.0,7.0,3524.0
0.752,342.0,5.0,3653.0
0.7185,211.0,3.0,3786.0
0.649,167.0,4.0,3829.0
0.50325,125.0,4.0,3871.0
0.543,178.0,6.0,3816.0
0.5015,111.0,7.0,3882.0
0.43025,88.0,10.0,3902.0
0.46625,114.0,8.0,3878.0
0.30525,66.0,21.0,3913.0
0.293,55.0,46.0,3899.0
0.2275,39.0,74.0,3887.0
0.27025,51.0,88.0,3861.0
0.3,48.0,65.0,3887.0
0.1685,37.0,331.0,3632.0
0.1475,25.0,574.0,3401.0
0.10925,22.0,648.0,3330.0
0.13525,27.0,621.0,3352.0
0.10625,23.0,735.0,3242.0
0.10125,23.0,943.0,3034.0
0.12425,19.0,899.0,3082.0
0.1015,22.0,936.0,3042.0
0.1065,23.0,927.0,3050.0
0.11125,17.0,1160.0,2823.0
0.08375,17.0,1631.0,2352.0
0.07025,14.0,2065.0,1921.0
0.061,16.0,1805.0,2179.0
0.05475,14.0,2252.0,1734.0
0.069,10.0,2092.0,1898.0
0.0515,9.0,2077.0,1914.0
0.0775,18.0,2113.0,1869.0
0.054,7.0,2534.0,1459.0
0.05425,10.0,2421.0,1569.0
0.054,10.0,2419.0,1571.0
0.03425,6.0,3112.0,882.0
0.03225,6.0,3092.0,902.0
0.0435,7.0,2954.0,1039.0
0.0435,7.0,2913.0,1080.0
0.046,10.0,2783.0,1207.0
0.0415,4.0,2988.0,1008.0
0.0395,8.0,3046.0,946.0
0.045,8.0,2935.0,1057.0
